( data_001 "A kokota mo kgorong ya kantoro." )
( data_002 "Mogala wa lela mo phaposaneng ya gagwe a letile go utlwa kgomo e lela." )
( data_003 "A dumela gore o a e itse." )
( data_004 "Ke isa kwa ganong mosadi o tsena ka makgabe a sa otlhwa." )
( data_005 "Ke nna mmonadilo khutsana!" )
( data_006 "Mo pitseng ya bobedi a fitlhela mmaagwe a letse a apeile nama." )
( data_007 "A ntsha dikgomo mo kampeng a sa kgaola bothale." )
( data_008 "Ga feta dibeke tse tharo morago ga go kopana le bone." )
( data_009 "Go ise go ye kae tsa bo di fedile." )
( data_010 "E Sita le ene tota moeteledipele wa bone a le mo lefifing." )
( data_011 "Ba batla go diga lefatshe ba thula dipinagare ka tlhogo thaba ya roroma." )
( data_012 "A re tswelele pele ka se re mo go sone." )
( data_013 "Ga kgabaganya monna kwa pele ga bone a gapa leradu le namane." )
( data_014 "Fa le phirima ba tsena ka sekgwa sa ga dimo." )
( data_015 "Obakeng le monna mmogo le basimane ba tsena sekgwa ka legare." )
( data_016 "Kwa motsheo go dutse mongwe yo monnye ka tshobotsi ya mogolo." )
( data_017 "La tlhwaya tsebe." )
( data_018 "Fa fitlha fa pele ga logaga ga sala gore monna a tsene nae." )
( data_019 "A suthela kwa pele boammaarure e le gore ke pelo fela mooko o fedile." )
( data_020 "A wela mo mogatleng wa yone." )
( data_021 "Ga a itse gore tsile jang fao." )
( data_022 "A itse gore o ka se mmee fela a sa keleka logaga." )
( data_023 "A bona gore o ipaakanyetsa go tsamaya." )
( data_024 "Ba gana go utlwa a tsenya Motlhoiwa mo teng." )
( data_025 "A tlhatloga lentswe la gagwe a letsa phala." )
( data_026 "Utlwa thata e boa a ba a utlwa gore ke mmele wa gagwe." )
( data_027 "A ikhutsa gape lobaka lo se lopane." )
( data_028 "Ba a ka setu lobaka lo loleele gangwe le gape ba gadima kwa morago." )
( data_029 "A nanoga kwa ntle ga puo a leba kwa letsheng." )
( data_030 "Ka re o se atamele gope fa o ka rothelwang ke madi a kgofa." )
( data_031 "A ikaega ka lobota a tswala matlho ditsebe di lela ditshipi." )
( data_032 "E le maje a a bogale jwa meno a leruarua a eme mophane." )
( data_033 "Fa a feditse a re jaanong go batlega pelo ya senna." )
( data_034 "Tsa rona ga di ise di fele." )
( data_035 "Re tshwanetse go dira sengwe ka ene fa e se nna ke ene." )
( data_036 "Ba wela makgwafo ka go lemoga fa sajene Botipe e le monna." )
( data_037 "Ka gongwe go nna fela jalo fa e se ngwana e le motsadi." )
( data_038 "A re o mo siile mo tseleng." )
( data_039 "E tshwanetse kgotla e." )
( data_040 "Jo lo bo tshwereng le rona re bo kakatletse ga e se lona fela." )
( data_041 "Fa dipula di sa ne jaaka monongwaga jaana re tla bolawa ke borole." )
( data_042 "Fa ba se na go ja ba tsamaela kwa letsheng." )
( data_043 "A batla mmamosetsana kwa o teng go mmegela maikutlo a gagwe mabapi le morwadie." )
( data_044 "A katoga lotlhaka le letsha la metsi a matala." )
( data_045 "A fetola mebala fa dinaong tsa gagwe a ema a bogela." )
( data_046 "Ga se kgokelo ga bo tlhomelwe ke mang le mang." )
( data_047 "Serokolo a re nyaya kgosi se eme!" )
( data_048 "Ra reng ka disuga tsa rona?" )
( data_049 "Re tsile le rraalona go re kaetsa tsela." )
( data_050 "Ba leba lentswe mme ba itse gore o ne o boitshega e le tota." )
( data_051 "A inyalanya le setlhare." )
( data_052 "Ba nta ba feta ba itse go ba sala morago." )
( data_053 "Ga bo kitla bo sa lo sa petla tlhako." )
( data_054 "A mo atametsa mo leseding." )
( data_055 "Mmele nna ke gone." )
( data_056 "A setse a sule bogatsu." )
( data_057 "A kua mokgosi tsela ya moraka ka kgatso e mmabaletse." )
( data_058 "Fa ba ithaya ba re ba mo kgonne ba ngotla mosepele." )
( data_059 "A ithaya a re ke matshamekwane." )
( data_060 "Ke molao wa Setswana." )
( data_061 "A sa letle gore a ba atamele le ene a sa salele kwa morago." )
( data_062 "A itse gore ba ikaeletse go mmolaya." )
( data_063 "A bua a rototse matlho a galefile fa a katela khuti e." )
( data_064 "Le le utlwalang." )
( data_065 "Ka re ke eng o sa boa nabo?" )
( data_066 "Le nna ke motho ke na le diphiri tsa me." )
( data_067 "A itlhoma a buisiwa ke maswabi a go longwa ke ditshipi." )
( data_068 "Go thata jaaka ntswetshipi go nwela mo kgokgotsong ya gagwe." )
( data_069 "Gaufi le kgoro e le Obakeng le tsala ya gagwe e kgolo Motsomi." )
( data_070 "Mo mafelong a mangwe e le setu ba sa utlwe mosito wa bone." )
( data_071 "Ka ntlha ya botsididi ba gwamile." )
( data_072 "A itse gore ke eng a sa feleletse." )
( data_073 "A itse gore ga go ka mokgwa o mongwe." )
( data_074 "A tsamaya a tsentse tlhogo a sa rate go rakanya matlho le ope." )
( data_075 "A ya gae a feditse mogopolo." )
( data_076 "A tsaya dithunya tsa bone kwa ntle ga matshwenyego." )
( data_077 "Ke yo o tla boelwa ke eng?" )
( data_078 "Ba wela makgwafo ba hema sentle." )
( data_079 "A loga leano la go tšhemoga gore a sale a batla rre Serokolo." )
( data_080 "A leba kgosi a didimala." )
( data_081 "O itse fa o kgabetletse lefatshe la kgosi ka bothale." )
( data_082 "Ba tla ba tshotse mogala wa dikgato di le makgolo a mararo." )
( data_083 "E le sekai se ba bolelanang ka sone gore se goge ka kwano." )
( data_084 "A fitlhela a wetse fa gare ga maje a mabedi." )
( data_085 "Fa Modimoeng a se na go mo sidila a bula matlho." )
( data_086 "Ba fitlha ba ema ka ene ga ba ga feta ura." )
( data_087 "A mo wela godimo ka bogale." )
( data_088 "Fa a sala le nna ke a sala." )
( data_089 "Botipe o ne a ba letile ka serope sa nku." )
( data_090 "Se se na go kokobela kgosi ya tswelela ka go re lo nkutlwile." )
( data_091 "Monna o ntse a mmona." )
( data_092 "Fa di lebagane le sekgwa tsa tshwara monkgo wa metsi." )
( data_093 "Jaanong e le mahube a naka tsa kgomo." )
( data_094 "A re mang ke kgosi?" )
( data_095 "Serokolo bagaetsho o kwa bookelong jwa Sefatlhane." )
( data_096 "A di golola gore di ye go nwa di mo sulafaletse." )
( data_097 "Mafoko a a magolo thata." )
( data_098 "A ya mo dipholong a golola ya morago ka setu matlho a le letobo." )
( data_099 "A tsamaya a bapile natso a imelwa ke seme." )
( data_100 "A tsaya dikgole a di hohoetsa ba di pega dijokwe." )
( data_101 "Ya gagwe tiro o e dirile." )
( data_102 "A itse gore jaanong ke nako ya gore a bitse mmaagwe." )
( data_103 "Go tshwanetse ga bo go diragetse fa bontsi bo ise bo bone." )
( data_104 "A fitlhela a mo letile." )
( data_105 "Ba tswa ka matlo go thela lošalaba." )
( data_106 "Ntlha o tla bo a bopegile maswe matlho le mmele?" )
( data_107 "Ba mo phutha ba mo isa gae." )
( data_108 "Ga feta nako e telejana ba thela lošalaba." )
( data_109 "Ke gore fela re mmee ka bonako tiro ya temo e tswelele." )
( data_110 "A tlhaba mokgosi a šakgetse." )
( data_111 "Go tloga motsing oo Obakeng a itse gore dikeledi ga e se metshamekwane." )
( data_112 "A re motho yo wa gagwe yo o pelo go le kalo ke mang?" )
( data_113 "Ba emisa mokoro fa ba simolotseng gone mo mosong e le ka maitiso." )
( data_114 "Yo o neng a mo tlosa bodutu." )
( data_115 "Lona ga lo na ka moso la lona letsatsi ke gompieno gone jaanong." )
( data_116 "A baakanya dipampiri mo tafoleng." )
( data_117 "Tsa mmuso di ka se ye." )
( data_118 "Ga feta lobaka lo se lopane a tlhomile tlhogo." )
( data_119 "Ke bina kolobe mme ke tlogola kwa Lefurutshe." )
( data_120 "Re tshwanetse re ithute thata ka ga diphologolo tse re di ruileng." )
( data_121 "A gasa ditau tsa sala di kotame jaaka dikatse di mo tlhomile matlho." )
( data_122 "Ya kitso ya gagwe e lotletswe e le rure." )
( data_123 "Mo khumong eo a iphitlhela a ka busa." )
( data_124 "Ka lobakanyana lo lo khutshwane Marugasepula, le Thulasebatana tsa tswa." )
( data_125 "Di mo mading a rona." )
( data_126 "Go ne ga diragala ka letsatsi lengwe mo dinakong tsa maneelo a dikgomo." )
( data_127 "Tse tharo tse Kgetshe Tlhutlwa le Setimela ke tsone tse di boifisang babereki." )
( data_128 "E netefatsa gore baithuti ba lemoga dikarolothuto, jaaka tse di golaganeng le go nyalana." )
( data_129 "Ba tla simolola go tlhotlhomisa ka moo puo e dirang ka teng." )
( data_130 "Bontsi jwa mananeo a a bonolo a thelebišene." )
( data_131 "Ke mokgwa o o ka tlhalosang khwaere ya lefapha." )
( data_132 "Ke Mishka Amod Alidia Seabi, o direla lekala la tlhabololo ya mokgatlho mo lefapheng." )
( data_133 "Wa go tlhola mathata o ne wa sekwasekwa ka nako ya thupelo." )
( data_134 "Ya Windows e simolotse Moranang a le lesome mme e solofetse go wediwa mo go Phatwe." )
( data_135 "Yo o tshwaraganeng le go lebelela dikgwetlo le mathata, a a ka tlhagelelang ke Jeff Moji." )
( data_136 "Jo HIV/AIDS e bo tlhagisang bo kotsi go kgololosego ya rona." )
